text,sentiment
dreadbong deep dive datafocused vectorspaceai httpstcomltrrl buy vxv team background amp tr pr,1
carlquintanilla jpmorgan chase amp co tells employees developing strategy return employees work memo jpmorgan,1
amzn ba premarket saw amzn received huge upgrade needham looking long morning profit taking took place entered sold happy profits ive httpstcoxnpidmpitn,2
lngeconomist chase quarter end chase quarter end chase quarter end chase quarter end,1
quakes resource maven uranium bull building amp position gwen miningmavengwen leads discussion sc,1
adammancini many signs spx rally tiring one dip rsi back february levels setting divergen,2
phoenixvalue vision future g tells qcom amp could easily make,2
vitaliyk microsoft great company msft still great company would take years break,2
news alert fsd pharma applying ind compound treat covid patients huge httpstcogmuscqitvq azn casbf gsk ino jnj mrk mrna nvax pfe san astrazeneca gsk ino jnj merck moderna novavax pfizer sanofi nasdaq biontech,2
spx held back diagonal still bearish chart btw could make new highs large wedge still play spx sp esf httpstcofjbgwan,0
barclaysib spx putcall ratio via theterminal httpstcoeganyv,1
lmt intc projected declining eps nd q loses aapl business stock rallies open amp closes higher da,0
never seen chart screaming buy like msft httpstcocqtczwn,2
sensex nifty lose early gains nifty sensex nifty niftyfuture stockmarket stockstowatch markets sharemarket coronavirus coronavirusoutbreak stoktalk bse nse stock stockstotrade bears stocks httpstcosyuixmhwo,0
msft okay httpstcovnibpzbbpw,0
read alot people shorting goog earnings wonder grapes explain,0
merryjoportell breakingnews israeli hospital begin treating coronavirus patients cannabis covid covid cdc chines,1
best stocks buy stocks stock market investment httpstcogvfyqboke httpstcovibkqez,2
therealfly clown world apple freezes browse feature music replaces notice custom playlist last song f,0
circuit filters applicable derivatives stocks httpstcodrubukshay nitinbhatia stockmarket trading stocks technicalanalysis equity youtube swingtrading nifty sharemarket stockstowatch stockstotrade stockmarketcrash stockmarketcrash httpstcokaadqhyo,1
bullish setups patternsconsolidations im personally watching enter long eros sbux coty nxpi unh play bynd nclh fis sabr rcl,2
mdtrades rate everyone bans fb aths,0
tif tiffany option alert jan puts bid vs oi earnings open est ref pm k sweeps midpoint sweeps feye alt mgm cstm v chef clf ppc baba rdfn nke espr,1
ba eadsy qatar airways threatens boeing airbus httpstcoezxkhcuz business stockmarket stocks,0
syinvesting rna therapeutics hot azn accent jun httpstcokpqbfwgl mrk skyhawk may httpstcobxojl,1
top ten stocks result years became unique solid top ten stock letter get full insight httpstcoqovydcrq stocks stockmarket stocktips,2
stocks basically flat long time bush years begin recover fully dot com well obamas first term could fair valuation indefinitely covid spx httpstcoswcabvbzob httpstcopkqnzuoys,2
weekly outlook apr may live sports problem sell httpstcorbrvhopq via youtube forex stocks review,0
kotakbank drifting reco bse nse nifty banknifty hedgefunds fundmanagers stocks equity trading traders stockstowatch stockmarketindia marketscreener charts technicalanalysis elliottwaves optionstrading markets etfs etf index algotrading httpstcofvqtlsbl,1
satoshiflipper spx dumping could go wrong,0
cyclesfan spx provided clarity today close day failing break tuesday likely,0
lakshmi harmonics charts trading spx spx esf es esf spy dow dow rut dax ftse nq nq qqq nasdaq hit abs,1
spy spx gonna roll june pt list tomorrowmaybe tonight,1
jmllubber kerberos also bought amd intc incredibly hard took ytd ath semi names got beaten hard,0
da davidson downgrades first bancorp fbnc neutral httpstcobivmtsun stocks,0
ranked mkt cap theyd spx top httpstcozwwgnqcol,2
spx spy nice coil break upside measures recent highs httpstcorazhrmyiw,2
watch list names posted today total added usual accommodate different account sizes also stocks work better options vs stocks pick set ups look interesting stay humble stay hungry trade like assassin httpstcosgdgxgskuj,2
realstock shi double bottom time lows building industry back business grab bargain confirmed,0
weeks httpstcondcoguzj spx spy esf,1
spx correcting cycle peak see short term strength turn happens find httpstcoqmivjcewp elliottwave trading spx,2
factstesla tslas year anniversary public company market cap nearly caught exxonmobils times bigger,1
best thing abo stock market prices rise fall retail investor cant touch itgild moderna priced premarket big boys got share spx spy dowjones,2
see leaders msft amzn keep hitting new aths aapl near ath nflx ath nvda ath mean btd btd btd mrkt,0
flush already spy spx qqq iwm dji aapl tsla fb amzn gs jpm bac c googl spot xle ba baba uvxy lyft cmg esf stockmarket zm stonks stockstowatch pennystocks httpstcogjdsahnzde,1
names watching like hawk zto rng sgen baba fnv msft nvda qdel chwy stockstotrade stockstowatch marketofstocks qqq spy spx httpstcowdrzdxx,1
kpak spx trading easy going long golden cross httpstcozhiqfgaa,2
anthonyquintano facebook stock right fb httpstcoojubfiea,1
w wayfair red favorite risk reward short generates negative free cash flow went billion market cap pre pandemic billion amzn click away destroying biz model pretty creepy allegations w social media,1
goog patent data power line design tech ip research httpstcoanijcfq,1
mon jun nd todays best performing sector close technology follow along httpstcowmvpzkuxmg technology trading bubbleboard stocktrading investing avgo fis nvda sap msft acn qcom txn csco ibm,2
q eps estimates ball co bll increased analyst httpstcokanbwunuh stocks,2
mightysoldiers daytrading livestream live benzinga pro trade ideas scans stocks invest daytrade stockmarket httpstcov,1
unh unitedhealth beats eps consensus reiterates guidance httpstcospmheds,1
stocks back recovery room httpstcohvvlwwodu fair value fairly priced average yearly return httpstconpxwychfr,2
macrocharts breadth expanding last weeks discussion half spx stocks still gt highs,2
mawsonresource rompasrajapalot big new camp rajapalot average hole depth metres km ddh last seasons highgrad,1
aapl qqq top may httpstcoinkwbtxus,2
glg partners lp short position hilton food group plc hfg hfg lse stockmarket stocks shares business markets trading news investing shortsqueeze httpstcovmldlkr,0
